Fund Number, Fund Name, Offer Number, Transitioning Kiwi Saver Scheme Number, Transitioning Scheme Name, Quarterly / Annual Indicator, Period to which disclosure statement relates, Offer Version Number, Scheme Number, Scheme Name, Fund Description, Value of fund as at last quarter, Currency of fund, Number of members in the fund, Date the fund started, Market index description, Market index past year return (%), Past year return(%) net charges and tax, Past year return (%) net of charges gross of tax, Market index return since fund started (%), Return since fund started (%) net, Annual Return Year 1, Annual Return Year 2, Annual Return Year 3, Annual Return Year 4, Annual Return Year 5, Annual Return Year 6, Annual Return Year 7, Annual Return Year 8, Annual Return Year 9, Annual Return Year 10, Market Index Annual Return %1, Market Index Annual Return %2, Market Index Annual Return %3, Market Index Annual Return %4, Market Index Annual Return %5, Market Index Annual Return %6, Market Index Annual Return %7, Market Index Annual Return %8, Market Index Annual Return %9, Market Index Annual Return %10, Annual Return % 1, Annual Return % 2, Annual Return % 3, Annual Return % 4, Annual Return % 5, Annual Return % 6, Annual Return % 7, Annual Return % 8, Annual Return % 9, Annual Return % 10, Total Annual Fund Fees, Manager's basic fee, Total performance-based fees (%), Other management and administration charges, Total amount of other charges, Currency of Total amount of other charges, Actual investment mix: Cash and cash equivalents, Actual investment mix: New Zealand fixed interest, Actual investment mix: International fixed interest, Actual investment mix: Australasian equities, Actual investment mix: International equities, Actual investment mix: Listed Properties, Actual investment mix: Unlisted Properties, Actual investment mix: Unknown, Actual investment mix: Other, Actual investment mix: Commodities, Target investment mix: Cash and cash equivalents, Target investment mix: New Zealand fixed interest, Target investment mix: International fixed interest, Target investment mix: Australasian equities, Target investment mix: International equities, Target investment mix: Listed Properties, Target investment mix: Unlisted Properties, Target investment mix: Other, Target investment mix: Commodities, Total value of 10 highest value assets as a percentage of fund net assets, Top 10 Investments 1: Name, Top 10 Investments 2: Name, Top 10 Investments 3: Name, Top 10 Investments 4: Name, Top 10 Investments 5: Name, Top 10 Investments 6: Name, Top 10 Investments 7: Name, Top 10 Investments 8: Name, Top 10 Investments 9: Name, Top 10 Investments 10: Name, Top 10 Investments 1: Percentage of fund net assets, Top 10 Investments 2: Percentage of fund net assets, Top 10 Investments 3: Percentage of fund net assets, Top 10 Investments 4: Percentage of fund net assets, Top 10 Investments 5: Percentage of fund net assets, Top 10 Investments 6: Percentage of fund net assets, Top 10 Investments 7: Percentage of fund net assets, Top 10 Investments 8: Percentage of fund net assets, Top 10 Investments 9: Percentage of fund net assets, Top 10 Investments 10: Percentage of fund net assets, Top 10 Investments 1: Type, Top 10 Investments 2: Type, Top 10 Investments 3: Type, Top 10 Investments 4: Type, Top 10 Investments 5: Type, Top 10 Investments 6: Type, Top 10 Investments 7: Type, Top 10 Investments 8: Type, Top 10 Investments 9: Type, Top 10 Investments 10: Type, Top 10 Investments 1: Country, Top 10 Investments 2: Country, Top 10 Investments 3: Country, Top 10 Investments 4: Country, Top 10 Investments 5: Country, Top 10 Investments 6: Country, Top 10 Investments 7: Country, Top 10 Investments 8: Country, Top 10 Investments 9: Country, Top 10 Investments 10: Country, Top 10 investments 1: Credit rating (if applicable), Top 10 investments 2: Credit rating (if applicable), Top 10 investments 3: Credit rating (if applicable), Top 10 investments 4: Credit rating (if applicable), Top 10 investments 5: Credit rating (if applicable), Top 10 investments 6: Credit rating (if applicable), Top 10 investments 7: Credit rating (if applicable), Top 10 investments 8: Credit rating (if applicable), Top 10 investments 9: Credit rating (if applicable), Top 10 investments 10: Credit rating (if applicable), Key Personnel 1: name, Key Personnel 2: name, Key Personnel 3: name, Key Personnel 4: name, Key Personnel 5: name, Key Personnel 1: Current Position, Key Personnel 2: Current Position, Key Personnel 3: Current Position, Key Personnel 4: Current Position, Key Personnel 5: Current Position, Key Personnel 1: Time in Current Position - years, Key Personnel 1: Time in Current Position - months, Key personnel 2: Time in Current Position - years, Key Personnel 2: Time in Current Position - months, Key Personnel 3: Time in Current Position - years, Key Personnel 3: Time in Current Position - months, Key Personnel 4: Time in Current Position - years, Key Personnel 4: Time in Current Position - months, Key Personnel 5: Time in Current Position - years, Key Personnel 5: Time in Current Position - months, Key Personnel 1: Previous or Other Position, Key Personnel 2: Previous or Other Position, Key Personnel 3: Previous or Other Position, Key Personnel 4: Previous or Other Position, Key Personnel 5: Previous or Other Position, Key Personnel 1: Time in Previous Position - years, Key Personnel 1: Time in Previous Position - months, Key Personnel 2: Time in Previous Position - years, Key Personnel 2: Time in Previous Position - months, Key Personnel 3: Time in Previous Position - years, Key Personnel 3: Time in Previous Position - months, Key Personnel 4: Time in Previous Position - years, Key Personnel 4: Time in Previous Position - months, Key Personnel 5: Time in Previous Position - years, Key Personnel 5: Time in Previous Position - months
FND826,"QUAYSTREET GROWTH FUND",OFR10673,10054,"CRAIGS INVESTMENT PARTNERS KIWISTART DEFINED SCHEME",Quarterly,2018-09-30,159,SCH10663,"QUAYSTREET KIWISAVER SCHEME","A diversified mix of growth assets, targeting a return above the Fund’s benchmark return.",68262388.00,NZD,2913,2007-10-23,"Market Index weighted 55% MSCI World Index (NZD), 12.5% S&P/NZX 50 Index, 12.5% S&P/ASX 200 Index, 15% S&P/NZX Investment Grade Corporate Bond Index and 5% NZX 90 day Bank Bill Index.",16.43,11.80,13.06,6.21,5.76,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,-16.10,26.42,7.08,-2.68,14.84,7.81,14.73,4.37,11.71,8.66,-8.69,14.11,5.93,-3.38,12.04,3.53,11.34,4.62,7.48,6.88,1.26,1.14,0.00,0.12,42.00,NZD,16.7100,7.7600,3.9600,19.2200,51.4900,0.8600,0.0000,0.0000,0.0000,0.0000,0%-40%,0%-40%,0%-40%,0%-100%,0%-100%,0%-40%,0%-40%,0%-0%,0%-0%,76.5300,"ISHARES CORE S&P 500 ETF","CASH ANZ (NZD)","MSCI EAFE INCL CANADA TRS","WESTPAC TERM DEPOSIT 3.02% 24/10/2018","WESTPAC TERM DEPOSIT 2.57% 24/10/2018","ANZNZ TERM DEPOSIT 3.13% 24/10/2018","CASH CITIBANK (AUD)","ISHARES MSCI INDIA ETF","VANGUARD CONSUMER STAPLES ETF","FISHER & PAYKEL HEALTHCARE",25.7100,19.8100,17.1300,2.8200,2.8200,2.2600,1.9400,1.3900,1.3400,1.3100,INTERNATIONAL_EQUITIES,CASH_AND_EQUIVALENTS,INTERNATIONAL_EQUITIES,CASH_AND_EQUIVALENTS,CASH_AND_EQUIVALENTS,CASH_AND_EQUIVALENTS,CASH_AND_EQUIVALENTS,INTERNATIONAL_EQUITIES,INTERNATIONAL_EQUITIES,AUSTRALASIAN_EQUITIES,US,NZ,US,NZ,NZ,NZ,AU,US,US,NZ,,,,,,,,,,,"JAMES RING","ANDREW SOUTH","ROY CROSS","STEFAN STEVANOVIC",,"Investment Manager International Equities","Investment Manager Australasian Equities","Senior Analyst","Senior Analyst",,4,3,4,3,4,3,4,3,,,"Investment Manager, Rank Group Limited","Chief Investment Officer, Brook Asset Management Limited","Senior Analyst, Brook Asset Management Limited","Research Analyst, Brook Asset Management Limited",,1,0,4,1,8,7,6,7,,,
FND827,"QUAYSTREET INCOME FUND",OFR10673,10054,"CRAIGS INVESTMENT PARTNERS KIWISTART DEFINED SCHEME",Quarterly,2018-09-30,159,SCH10663,"QUAYSTREET KIWISAVER SCHEME","A diversified portfolio of income producing assets that can include listed property and equities targeting a return above prevailing short term retail interest rates while preserving the real value of investments relative to inflation.",446185.00,NZD,26,2015-03-10,"Market Index is the NZX 90 day Bank Bill Index.",1.95,4.09,5.37,2.45,4.15,2016,2017,2018,,,,,,,,3.22,2.29,1.98,,,,,,,,8.78,4.38,2.98,,,,,,,,0.78,0.64,0.00,0.14,42.00,NZD,14.0900,39.3900,34.0800,4.7900,0.0000,7.6500,0.0000,0.0000,0.0000,0.0000,0%-20%,0%-100%,0%-100%,0%-30%,0%-30%,0%-30%,0%-0%,0%-0%,0%-0%,29.5700,"CASH ANZ (NZD)","ANZNZ TERM DEPOSIT 3.21% 01/08/2019","SYDNEY AIRPORT INFLATION LINKED (NOV 2020)","WESTPAC TERM DEPOSIT 3.09% 26/11/2018","INGENIA COMMUNITIES GROUP","SEEK FRN (APRIL 2022)","PROPERTY FOR INDUSTRY (OCT 2025)","POWERCO (SEP 2022)","CHORUS (MAY 2021)","NAB INCOME SECURITY",4.0100,3.7000,3.5400,2.9200,2.7600,2.7300,2.5400,2.5100,2.4700,2.3900,CASH_AND_EQUIVALENTS,CASH_AND_EQUIVALENTS,INT_FIXED_INTEREST,CASH_AND_EQUIVALENTS,LISTED_PROPERTY,INT_FIXED_INTEREST,NZ_FIXED_INTEREST,NZ_FIXED_INTEREST,NZ_FIXED_INTEREST,INT_FIXED_INTEREST,NZ,NZ,AU,NZ,AU,AU,NZ,NZ,NZ,AU,,,,,,,,,,,"JAMES RING","ANDREW SOUTH","ROY CROSS","STEFAN STEVANOVIC",,"Investment Manager International Equities","Investment Manager Australasian Equities","Senior Analyst","Senior Analyst",,4,3,4,3,4,3,4,3,,,"Investment Manager, Rank Group Limited","Chief Investment Officer, Brook Asset Management Limited","Senior Analyst, Brook Asset Management Limited","Research Analyst, Brook Asset Management Limited",,1,0,4,1,8,7,6,7,,,
FND828,"QUAYSTREET INTERNATIONAL EQUITY FUND",OFR10673,10054,"CRAIGS INVESTMENT PARTNERS KIWISTART DEFINED SCHEME",Quarterly,2018-09-30,159,SCH10663,"QUAYSTREET KIWISAVER SCHEME","An exposure to international equity markets diversifying investors away from New Zealand dollar exposures targeting a return above the performance of international share markets. ",8987196.00,NZD,459,2009-11-16,"Market Index is the MSCI World Index (NZD)",21.30,15.55,17.41,10.34,8.04,2011,2012,2013,2014,2015,2016,2017,2018,,,6.44,-5.18,16.68,9.54,15.30,4.28,13.99,10.00,,,5.12,-5.92,14.53,4.29,13.37,2.90,9.59,6.91,,,1.27,1.15,0.00,0.12,42.00,NZD,2.4800,0.0000,0.0000,0.0000,97.1300,0.3900,0.0000,0.0000,0.0000,0.0000,0%-80%,0%-0%,0%-0%,0%-50%,0%-100%,0%-50%,0%-0%,0%-0%,0%-0%,122.9400,"ISHARES CORE S&P 500 ETF","MSCI EAFE INCL CANADA TRS","CASH ANZ (NZD)","WESTPAC TERM DEPOSIT 3.02% 24/10/2018","WESTPAC TERM DEPOSIT 2.57% 24/10/2018","ANZNZ TERM DEPOSIT 3.13% 24/10/2018","ISHARES MSCI INDIA ETF","VANGUARD CONSUMER STAPLES ETF","CASH CITIBANK (USD)","CASH DB MARGIN (USD)",49.0300,32.6700,17.7600,5.3800,5.3700,4.3100,2.6600,2.5500,1.8700,1.3400,INTERNATIONAL_EQUITIES,INTERNATIONAL_EQUITIES,CASH_AND_EQUIVALENTS,CASH_AND_EQUIVALENTS,CASH_AND_EQUIVALENTS,CASH_AND_EQUIVALENTS,INTERNATIONAL_EQUITIES,INTERNATIONAL_EQUITIES,CASH_AND_EQUIVALENTS,CASH_AND_EQUIVALENTS,US,US,NZ,NZ,NZ,NZ,US,US,US,US,,,,,,,,,,,"JAMES RING","ANDREW SOUTH","ROY CROSS","STEFAN STEVANOVIC",,"Investment Manager International Equities","Investment Manager Australasian Equities","Senior Analyst","Senior Analyst",,4,3,4,3,4,3,4,3,,,"Investment Manager, Rank Group Limited","Chief Investment Officer, Brook Asset Management Limited","Senior Analyst, Brook Asset Management Limited","Research Analyst, Brook Asset Management Limited",,1,0,4,1,8,7,6,7,,,
FND829,"QUAYSTREET NEW ZEALAND EQUITY FUND",OFR10673,10054,"CRAIGS INVESTMENT PARTNERS KIWISTART DEFINED SCHEME",Quarterly,2018-09-30,159,SCH10663,"QUAYSTREET KIWISAVER SCHEME","A portfolio of shares from our local market targeting a return above the long term performance of the New Zealand share market.",3476966.00,NZD,238,2011-04-05,"Market Index is the S&P/NZX 50 Index",17.91,16.24,17.09,14.02,13.99,2013,2014,2015,2016,2017,2018,,,,,24.76,15.52,13.47,15.74,6.58,15.59,,,,,20.70,13.29,10.89,14.61,9.72,15.47,,,,,1.27,1.12,0.00,0.15,42.00,NZD,11.0800,0.0000,0.0000,86.7500,0.0000,2.1700,0.0000,0.0000,0.0000,0.0000,0%-30%,0%-0%,0%-0%,0%-100%,0%-0%,0%-100%,0%-0%,0%-0%,0%-0%,71.3500,"CASH ANZ (NZD)","A2 MILK COMPANY","FLETCHER BUILDING","AUCKLAND INTERNATIONAL AIRPORT","FISHER & PAYKEL HEALTHCARE","SPARK NEW ZEALAND","MERIDIAN ENERGY","EBOS GROUP","CONTACT ENERGY","MAINFREIGHT",10.5500,8.1100,7.9100,7.7300,7.6700,6.4400,6.3100,5.7800,5.4900,5.3600,CASH_AND_EQUIVALENTS,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,NZ,NZ,NZ,NZ,NZ,NZ,NZ,NZ,NZ,NZ,,,,,,,,,,,"JAMES RING","ANDREW SOUTH","ROY CROSS","STEFAN STEVANOVIC",,"Investment Manager International Equities","Investment Manager Australasian Equities","Senior Analyst","Senior Analyst",,4,3,4,3,4,3,4,3,,,"Investment Manager, Rank Group Limited","Chief Investment Officer, Brook Asset Management Limited","Senior Analyst, Brook Asset Management Limited","Research Analyst, Brook Asset Management Limited",,1,0,4,1,8,7,6,7,,,
FND927,"GROWTH FUND",OFR10812,KSS10074,"GENERATE KIWISAVER SCHEME",Quarterly,2018-09-30,139,SCH10791,"GENERATE KIWISAVER SCHEME","The objective of the Growth Fund is to provide a growth investment return over the long-term through investment in a portfolio of actively managed cash, fixed interest, property (including aged care) and infrastructure assets, and International Equities Managers. The fund has a medium level of volatility",372047573.00,NZD,28152,2013-04-16,"The market index is described in the Statement of Investment Policy and Objectives (SIPO)",15.21,13.56,14.46,12.79,9.11,2015,2016,2017,2018,,,,,,,15.15,7.61,10.39,11.56,,,,,,,16.72,6.10,5.83,10.75,,,,,,,1.65,1.00,0.00,0.65,36.00,NZD,2.9500,27.0500,0.0000,14.7200,42.6700,12.6100,0.0000,0.0000,0.0000,0.0000,2.50%,15.00%,0.00%,20.00%,42.50%,20.00%,0.00%,0.00%,0.00%,45.6800,"BERKSHIRE HATHAWAY","T ROWE PRICE GLOBAL EQUITY FUND","INFRATIL","MAGELLAN GLOBAL FUND","PLATINUM INTERNATIONAL FUND","ASB ON CALL CASH ACCOUNT","ARVIDA GROUP","METLIFECARE","WORLDWIDE HEALTHCARE TRUST","JUPITER EUROPEAN OPPORTUNITIES TRUST",7.0300,6.0000,5.9600,5.3800,4.9200,4.4800,3.0600,3.0100,2.9300,2.9100,INTERNATIONAL_EQUITIES,FUND,AUSTRALASIAN_EQUITIES,FUND,FUND,CASH_AND_EQUIVALENTS,LISTED_PROPERTY,LISTED_PROPERTY,FUND,FUND,US,AU,NZ,AU,AU,NZ,NZ,NZ,GB,GB,,,,,,,,,,,"SAM GOLDWATER","HENRY TONGUE","PETER BROOK","NICK BOWDEN",,"Portfolio Manager / Investment Committee Member / Executive Director","Chief Executive Officer / Investment Committee Member / Director","Investment Committee Chair / Director","Investment Committee Member",,5,6,5,6,5,6,2,1,,,"Led the investment management of a sizeable portfolio of family assets (previous)","Senior Portfolio Manager - Hulijich Wealth Management (previous)","Board member of Trust Investments Management Limited (current)","Director of Balthazar Capital Advisors",,7,5,4,3,14,4,6,6,,,
FND928,"FOCUSED GROWTH FUND",OFR10812,KSS10074,"GENERATE KIWISAVER SCHEME",Quarterly,2018-09-30,139,SCH10791,"GENERATE KIWISAVER SCHEME","The objective of the Focused Growth Fund is to provide a higher growth investment return over the long-term through investment in a portfolio of actively managed cash, property (including aged care) and infrastructure assets, and International Equities Managers. The fund has a medium level of volatility.",484160931.00,NZD,34847,2013-04-16,"The market index is described in the Statement of Investment Policy and Objectives (SIPO)",17.44,15.80,16.42,14.40,10.21,2015,2016,2017,2018,,,,,,,17.81,5.74,13.30,12.24,,,,,,,18.95,3.94,7.74,13.40,,,,,,,1.87,1.00,0.00,0.87,36.00,NZD,13.4900,0.0000,0.0000,10.9200,66.1400,9.4500,0.0000,0.0000,0.0000,0.0000,1.00%,0.00%,0.00%,16.50%,66.00%,16.50%,0.00%,0.00%,0.00%,70.0200,"ASB ON CALL CASH ACCOUNT","BERKSHIRE HATHAWAY","MAGELLAN GLOBAL FUND","T ROWE PRICE GLOBAL EQUITY FUND","PLATINUM INTERNATIONAL FUND","WORLDWIDE HEALTHCARE TRUST","JUPITER EUROPEAN OPPORTUNITIES TRUST","INFRATIL","POLAR CAPITAL TECHNOLOGY TRUST","ALIBABA GROUP HOLDINGS",13.9900,10.1000,9.0600,9.0000,8.0000,4.8000,4.2200,3.8500,3.8400,3.1600,CASH_AND_EQUIVALENTS,INTERNATIONAL_EQUITIES,FUND,FUND,FUND,FUND,FUND,AUSTRALASIAN_EQUITIES,FUND,INTERNATIONAL_EQUITIES,NZ,US,AU,AU,AU,GB,GB,NZ,GB,CN,,,,,,,,,,,"SAM GOLDWATER","HENRY TONGUE","PETER BROOK","NICK BOWDEN",,"Portfolio Manager / Investment Committee Member / Executive Director","Chief Executive Officer / Investment Committee Member / Director","Investment Committee Chair / Director","Investment Committee Member",,5,6,5,6,5,6,2,1,,,"Led the investment management of a sizeable portfolio of family assets (previous)","Senior Portfolio Manager - Hulijich Wealth Management (previous)","Board member of Trust Investments Management Limited (current)","Director of Balthazar Capital Advisors",,7,5,4,3,14,4,6,6,,,
FND9383,"CONSERVATIVE FUND",OFR12355,null,null,Quarterly,2018-09-30,32,SCH12354,"NIKKO AM KIWISAVER SCHEME","The Conservative Fund’s strategy is to invest across a range of actively managed funds to create a diversified portfolio with a focus on lower risk assets.",256899.00,NZD,4,2018-04-03,"Nikko AM is relying on the Financial Markets Conduct (Market Index) Exemption Notice 2018 and have created a composite index in order to calculate the market index annual return. The Manager believes the use of a composite benchmark for these funds would be useful to investors in assessing the performance of the fund as a whole.  The composite market index for each fund is made up of the index of the underlying sector funds (where an AMI or PGI is available) multiplied by the respective target investment mix.",6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.61,0.04,0.11,30.00,NZD,21.2000,34.5800,9.8700,7.3500,12.7000,4.8700,0.0000,0.0000,9.4300,0.0000,20.00%,35.00%,10.00%,7.50%,12.50%,5.00%,0.00%,10.00%,0.00%,17.1200,"JPM MULTI MANAGER ALTERNATIVES","WESTPAC NZD CALL CASH ACCOUNT","BANK OF NEW ZEALAND 030223 4.261","NEW ZEALAND TAX TRADING CO 231018","KIWIBANK LIMITED 130519","NEW ZEALAND GOVERNMENT 150427 4.50","FONTERRA CO OPERATIVE GROUP LTD 190625 5.08","KIWIBANK LTD 290520 4.6475","NEW ZEALAND GOVERNMENT 150521 6.0","FONTERRA COOPERATIVE GROUP LTD 250222 5.90",4.4600,3.2700,1.3800,1.3100,1.2600,1.2300,1.1000,1.0800,1.0500,0.9800,OTHER,CASH_AND_EQUIVALENTS,NZ_FIXED_INTEREST,CASH_AND_EQUIVALENTS,CASH_AND_EQUIVALENTS,NZ_FIXED_INTEREST,NZ_FIXED_INTEREST,NZ_FIXED_INTEREST,NZ_FIXED_INTEREST,NZ_FIXED_INTEREST,LU,NZ,NZ,NZ,NZ,NZ,NZ,NZ,NZ,NZ,n/a,AA-,AAA,AA+,A+,AA+,A-,AA+,AA+,A-,"GEORGE CARTER","FERGUS MCDONALD","STUART WILLIAMS","JAMES WESLEY","JAMES ROGERS","Managing Director and Member of Investment Committee","Head of Bonds and Currency and Member of Investment Committee","Head of Equities and Member of Investment Committee","Head of Distribution and Member of Investment Committee","Head of Operations and Product and Member of Investment Committee",2,11,18,3,4,2,4,10,1,6,"Director, Head of Distribution - AMP Capital Investors NZ Ltd","NZ Fixed Interest Portfolio Manager - Tyndall Investment Management NZ Ltd","Portfolio Manager - OnePath (NZ) Limited","Head of Australia - Wholesale - Threadneedle Investments","Senior Project Manager - Nikko Asset Management New Zealand Limited",6,4,10,5,1,7,3,0,0,4,
FND9384,"BALANCED FUND",OFR12355,null,null,Quarterly,2018-09-30,32,SCH12354,"NIKKO AM KIWISAVER SCHEME","The Balanced Fund’s strategy is to invest across a range of actively managed funds to create a diversified portfolio with a balanced mix of lower and higher risk assets.",482104.00,NZD,8,2018-04-03,"Nikko AM is relying on the Financial Markets Conduct (Market Index) Exemption Notice 2018 and have created a composite index in order to calculate the market index annual return. The Manager believes the use of a composite benchmark for these funds would be useful to investors in assessing the performance of the fund as a whole.  The composite market index for each fund is made up of the index of the underlying sector funds (where an Appropriate Market Index or Peer Group Index is available) multiplied by the respective target investment mix.",10.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.71,0.08,0.22,30.00,NZD,5.0200,17.8500,4.9700,20.9200,26.0400,5.1000,0.0000,0.0000,20.1000,0.0000,5.00%,18.00%,5.00%,21.00%,26.00%,5.00%,0.00%,20.00%,0.00%,27.1800,"JPM MULTI MANAGER ALTERNATIVES","WESTPAC NZD CALL ACCOUNT","METLIFECARE LTD","ARISTOCRAT LEISURE LTD","THE A2 MILK COMPANY LIMITED","WESTPAC BANKING CORP","MICROSOFT CORP","ASB BANK LTD 270220 FRN","KIWIBANK LTD 290520 4.6475","Z ENERGY LTD",10.1500,3.9500,2.6600,1.6800,1.6300,1.5500,1.5100,1.4000,1.3400,1.3100,OTHER,CASH_AND_EQUIVALENTS,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,NZ_FIXED_INTEREST,NZ_FIXED_INTEREST,AUSTRALASIAN_EQUITIES,LU,NZ,NZ,AU,NZ,AU,US,NZ,NZ,NZ,n/a,AA-,n/a,n/a,n/a,n/a,n/a,AA-,AA+,n/a,"GEORGE CARTER","FERGUS MCDONALD","STUART WILLIAMS","JAMES WESLEY","JAMES ROGERS","Managing Director and Member of Investment Committee","Head of Bonds and Currency and Member of Investment Committee","Head of Equities and Member of Investment Committee","Head of Distribution and Member of Investment Committee","Head of Operations and Product and Member of Investment Committee",2,11,18,3,4,2,4,10,1,6,"Director, Head of Distribution - AMP Capital Investors NZ Ltd","NZ Fixed Interest Portfolio Manager - Tyndall Investment Management NZ Ltd","Portfolio Manager - OnePath (NZ) Limited","Head of Australia - Wholesale - Threadneedle Investments","Senior Project Manager - Nikko Asset Management New Zealand Limited",6,4,10,5,1,7,3,0,0,4,
FND9385,"GROWTH FUND",OFR12355,null,null,Quarterly,2018-09-30,32,SCH12354,"NIKKO AM KIWISAVER SCHEME","The Growth Fund aims to invest across a range of actively managed funds to create a diversified portfolio with a focus on higher risk assets",2156490.00,NZD,15,2018-04-03,"Nikko AM is relying on the Financial Markets Conduct (Market Index) Exemption Notice 2018 and have created a composite index in order to calculate the market index annual return. The Manager believes the use of a composite benchmark for these funds would be useful to investors in assessing the performance of the fund as a whole.  The composite market index for each fund is made up of the index of the underlying sector funds (where an Appropriate Market Index or Peer Group Index is available) multiplied by the respective target investment mix.",13.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.96,0.08,0.11,30.00,NZD,1.4200,4.9600,4.9600,34.6900,39.5500,0.0000,0.0000,0.0000,14.4200,0.0000,0.00%,5.00%,5.00%,35.00%,40.00%,0.00%,0.00%,15.00%,0.00%,31.2700,"WESTPAC NZD CALL CASH ACCOUNT","JPM MULTI MANAGER ALTERNATIVES","METLIFECARE LTD","THE A2 MILK COMPANY LIMITED","ARISTOCRAT LEISURE LTD","WESTPAC BANKING CORP","MICROSOFT CORP","Z ENERGY LTD","AMAZON COM INC","VIVA ENERGY GROUP",6.8400,4.4700,3.8500,2.7200,2.6300,2.4000,2.2900,2.1200,1.9900,1.9600,CASH_AND_EQUIVALENTS,OTHER,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,AUSTRALASIAN_EQUITIES,NZ,LU,NZ,NZ,AU,AU,US,NZ,US,AU,AA-,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"GEORGE CARTER","FERGUS MCDONALD","STUART WILLIAMS","JAMES WESLEY","JAMES ROGERS","Managing Director and Member of Investment Committee","Head of Bonds and Currency and Member of Investment Committee","Head of Equities and Member of Investment Committee","Head of Distribution and Member of Investment Committee","Head of Operations and Product and Member of Investment Committee",2,11,18,3,4,2,4,10,1,6,"Director, Head of Distribution - AMP Capital Investors NZ Ltd","NZ Fixed Interest Portfolio Manager - Tyndall Investment Management NZ Ltd","Portfolio Manager - OnePath (NZ) Limited","Head of Australia - Wholesale - Threadneedle Investments","Senior Project Manager - Nikko Asset Management New Zealand Limited",6,4,10,5,1,7,3,0,0,4,
FND9386,"NZ CASH FUND",OFR12355,null,null,Quarterly,2018-09-30,32,SCH12354,"NIKKO AM KIWISAVER SCHEME","The Cash Fund aims to generate income by constructing an actively managed investment portfolio of short term deposits and bonds whilst preserving capital value",688332.00,NZD,9,2018-04-03,"Bloomberg NZBond Bank Bill Index",1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.46,0.00,0.00,30.00,NZD,80.3000,19.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,35.3100,"KIWIBANK LIMITED 130519 FRN","NEW ZEALAND TAX TRADING CO 231018 RCD","ASB BANK LTD 080319 FRN","ANZ BANK NEW ZEALAND LTD 220319 FRN","ANZ BANK NEW ZEALAND LTD 181119 FRN","WESTPAC NZD CALL CASH","BANK OF NEW ZEALAND 150520 FRN","BANK OF NEW ZEALAND 140920 FRN","CO-OPERATIVE RABOBANK 220321 FRN","TOYOTA FINANCE NEW ZEALAND LTD 151118",6.1900,5.3400,3.9300,3.6500,3.1500,2.7400,2.6600,2.6400,2.5500,2.4600,CASH_AND_EQUIVALENTS,CASH_AND_EQUIVALENTS,CASH_AND_EQUIVALENTS,CASH_AND_EQUIVALENTS,NZ_FIXED_INTEREST,CASH_AND_EQUIVALENTS,NZ_FIXED_INTEREST,NZ_FIXED_INTEREST,NZ_FIXED_INTEREST,CASH_AND_EQUIVALENTS,NZ,NZ,NZ,NZ,NZ,NZ,NZ,NZ,NZ,NZ,AA+,AA+,AA-,AA-,AA-,AA-,AA-,AA-,A+,AA-,"FERGUS MCDONALD","IAN BELLEW","GEORGE CARTER",,,"Head of Bonds and Currency","Fixed Income Manager","Managing Director",,,18,3,6,9,2,11,,,,,"NZ Fixed Interest Portfolio Manager – Tyndall Investment Management NZ Ltd","Cash & Currency Manager - Tyndall Investment Management NZ Ltd","Director, Head of Distribution - AMP Capital Investors NZ Ltd",,,10,5,4,10,6,4,,,,,
